energy_type,element,value
electricity,ceiling_fan,625676.154
electricity,cooling,626072.784
natural_gas,hot_water,626259.18
electricity,clothes_dryer,626588.262
electricity,cooling_fans_pumps,626738.641
electricity,heating_fans_pumps,627395.075
electricity,heating_fans_pumps,627395.104
electricity,cooling_fans_pumps,627469.575
electricity,refrigerator,628025.042
electricity,hot_water,629028.105
electricity,lighting_interior,630045.693
electricity,lighting_interior,631521.331
electricity,cooling_fans_pumps,631560.823
fuel_oil,hot_water,631979.916
electricity,heating_hp_bkup,632422.465
natural_gas,range_oven,632855.553
electricity,pool_pump,633384.291
electricity,clothes_dryer,633405.725
electricity,refrigerator,633853.219
electricity,heating_hp_bkup,634544.58
electricity,hot_water,634584.146
electricity,lighting_interior,635371.037
electricity,hot_water,635427.022
electricity,hot_tub_heater,636884.16
electricity,lighting_interior,637025.455
electricity,cooling_fans_pumps,638140.563
electricity,dishwasher,641937.342
electricity,cooling_fans_pumps,643839.33
electricity,cooling,645601.568
electricity,cooling,646289.41
electricity,cooling,647342.708
natural_gas,range_oven,648192.116
electricity,plug_loads,648328.901
electricity,freezer,648754.489
electricity,dishwasher,649322.218
electricity,cooling,649378.666
electricity,hot_water,650902.929
electricity,plug_loads,650969.745
electricity,refrigerator,651000.821
electricity,clothes_dryer,651615.687
electricity,cooling,652249.299
electricity,pool_pump,653843.295
electricity,heating,654088.321
natural_gas,heating,654687.65
electricity,plug_loads,656465.461
natural_gas,heating,656472.164
electricity,dishwasher,656730.821
electricity,hot_tub_pump,658432.201
natural_gas,clothes_dryer,659673.312
fuel_oil,hot_water,661245.992
electricity,plug_loads,661366.47
electricity,hot_water,661646.336
natural_gas,hot_water,662831.799
electricity,refrigerator,663166.562
natural_gas,hot_water,663503.815
natural_gas,range_oven,663613.353
electricity,plug_loads,664349.036
natural_gas,range_oven,664499.704
propane,heating,665215.645
electricity,plug_loads,666073.161
electricity,cooling,667343.926
natural_gas,hot_tub_heater,668710.512
electricity,clothes_dryer,669359.934
electricity,hot_water,669732.751
propane,range_oven,669827.489
natural_gas,clothes_dryer,671727.64
electricity,heating_hp_bkup,672242.9
electricity,plug_loads,673220.28
electricity,range_oven,674127.148
natural_gas,pool_heater,675022.679
electricity,lighting_exterior,676458.462
electricity,well_pump,677613.412
electricity,cooling_fans_pumps,678195.455
electricity,cooling,678198.405
electricity,refrigerator,678249.498
natural_gas,pool_heater,679592.241
electricity,clothes_dryer,681101.846
electricity,hot_water,681871.461
propane,hot_water,682254.799
electricity,lighting_interior,683367.007
electricity,lighting_interior,684448.694
natural_gas,heating,685470.962
electricity,plug_loads,685732.362
electricity,hot_water,688028.593
fuel_oil,hot_water,690367.003
electricity,refrigerator,693609.738
electricity,hot_water,694858.887
electricity,cooling,695696.212
electricity,range_oven,698115.415
electricity,heating_hp_bkup,700518.098
electricity,cooling,701295.329
electricity,refrigerator,702086.645
natural_gas,pool_heater,703401.34
natural_gas,hot_water,704534.355
natural_gas,hot_water,704951.688
electricity,heating,707036.881
propane,range_oven,707432.323
natural_gas,hot_water,707666.403
natural_gas,pool_heater,708197.44
electricity,range_oven,709140.454
electricity,cooling,709887.884
electricity,refrigerator,710344.814
natural_gas,hot_water,710601.515
natural_gas,heating,713289.853
natural_gas,hot_water,714641.502
propane,heating,715035.973
propane,heating,717439.74
electricity,hot_water,717600.343
electricity,hot_water,718856.153
propane,hot_water,719695.507
electricity,plug_loads,719962.494
natural_gas,clothes_dryer,720133.585
natural_gas,pool_heater,721051.83
natural_gas,clothes_dryer,722052.354
electricity,range_oven,723019.893
electricity,hot_tub_pump,723305.514
electricity,clothes_dryer,725660.386
electricity,cooling,729445.091
propane,heating,729576.687
electricity,freezer,729968.703
electricity,clothes_washer,730276.853
natural_gas,clothes_dryer,730825.195
natural_gas,range_oven,731293.877
electricity,heating,732782.89
electricity,clothes_dryer,733177.925
electricity,cooling_fans_pumps,733722.755
electricity,hot_water,733976.561
natural_gas,hot_tub_heater,737352.15
natural_gas,hot_water,738675.384
electricity,lighting_exterior,740711.926
electricity,lighting_exterior,743499.785
electricity,lighting_exterior,744473.72
natural_gas,range_oven,745102.67
electricity,range_oven,746095.701
electricity,plug_loads,746896.617
natural_gas,hot_water,747185.272
electricity,heating_hp_bkup,750289.478
electricity,range_oven,754323.432
electricity,heating,754925.58
electricity,range_oven,755417.416
electricity,lighting_exterior,755885.692
propane,hot_water,756572.339
electricity,hot_water,759639.32
natural_gas,hot_tub_heater,760890.155
natural_gas,hot_water,761126.662
natural_gas,fireplace,761355.566
natural_gas,hot_water,761359.956
electricity,range_oven,762066.592
electricity,heating,763074.126
electricity,plug_loads,763097.273
electricity,cooling,765081.956
electricity,plug_loads,767204.662
electricity,lighting_exterior,767309.656
electricity,heating_fans_pumps,769902.997
electricity,lighting_interior,771719.409
electricity,cooling,773351.841
electricity,lighting_interior,776412.451
electricity,well_pump,777349.027
electricity,dishwasher,777359.704
electricity,range_oven,778291.053
natural_gas,range_oven,780334.953
natural_gas,hot_water,780444.738
propane,heating,780543.214
natural_gas,clothes_dryer,783567.15
natural_gas,heating,783779.601
natural_gas,hot_water,783914.999
electricity,range_oven,784913.308
natural_gas,hot_tub_heater,787454.997
electricity,cooling_fans_pumps,787615.319
electricity,hot_tub_pump,790116.907
electricity,cooling,792262.247
electricity,heating_hp_bkup,794141.724
electricity,clothes_dryer,795758.839
electricity,cooling_fans_pumps,796682.922
natural_gas,hot_water,798226.243
fuel_oil,hot_water,799765.748
electricity,hot_tub_heater,799793.276
natural_gas,hot_water,800585.173
electricity,ceiling_fan,801705.799
electricity,plug_loads,801798.173
electricity,clothes_dryer,802740.388
electricity,clothes_dryer,807193.915
propane,range_oven,807609.025
electricity,hot_water,809629.632
natural_gas,hot_water,809658.065
electricity,hot_tub_pump,812650.278
electricity,clothes_dryer,813115.402
electricity,lighting_interior,813207.792
propane,heating,813221.225
natural_gas,clothes_dryer,815462.665
electricity,heating,815551.964
electricity,clothes_dryer,816382.852
electricity,heating,818468.365
natural_gas,heating,819740.884
electricity,heating_fans_pumps,821104.273
electricity,hot_tub_heater,821592.206
electricity,lighting_interior,823124.621
electricity,range_oven,823698.863
electricity,range_oven,823964.074
natural_gas,clothes_dryer,824102.593
electricity,heating_fans_pumps,826083.921
natural_gas,clothes_dryer,828891.81
natural_gas,hot_water,829210.592
electricity,dishwasher,829625.923
electricity,cooling,829686.253
electricity,hot_water,830049.37
electricity,heating,830369.694
electricity,lighting_garage,831322.324
natural_gas,hot_water,834047.152
natural_gas,hot_tub_heater,838697.291
electricity,cooling,841397.954
electricity,cooling_fans_pumps,843086.335
electricity,hot_water,844328.668
electricity,lighting_interior,847322.438
natural_gas,hot_water,850845.986
electricity,cooling_fans_pumps,851510.366
electricity,lighting_interior,851727.901
natural_gas,clothes_dryer,851835.32
electricity,hot_tub_heater,853570.934
propane,heating,854527.834
electricity,range_oven,855695.875
electricity,well_pump,858033.829
electricity,plug_loads,858225.217
electricity,pool_pump,859652.449
electricity,lighting_interior,861379.078
electricity,hot_water,863897.037
electricity,refrigerator,864133.984
natural_gas,heating,864182.767
electricity,cooling,865863.816
natural_gas,heating,866672.404
natural_gas,heating,866989.514
natural_gas,hot_water,867224.548
electricity,cooling_fans_pumps,867755.024
electricity,hot_water,868893.883
natural_gas,heating,870224.429
electricity,clothes_dryer,872360.86
electricity,plug_loads,873394.861
electricity,ceiling_fan,874694.51
electricity,dishwasher,874847.955
electricity,well_pump,876079.098
electricity,cooling,879382.606
natural_gas,fireplace,883221.557
electricity,clothes_dryer,885040.283
electricity,lighting_interior,885128.779
electricity,pool_pump,885558.763
electricity,cooling_fans_pumps,888243.033
electricity,hot_water,889984.742
natural_gas,pool_heater,890320.301
electricity,refrigerator,890591.668
electricity,plug_loads,893525.33
electricity,lighting_interior,894066.617
electricity,mech_vent,894894.556
electricity,plug_loads,896505.277
electricity,heating_fans_pumps,898079.967
natural_gas,hot_water,899777.417
electricity,range_oven,900256.956
electricity,range_oven,900581.601
electricity,cooling,903257.64
electricity,pool_pump,906041.21
electricity,refrigerator,906059.282
electricity,lighting_interior,907316.125
electricity,cooling_fans_pumps,907510.976
electricity,refrigerator,908218.315
electricity,cooling_fans_pumps,910744.732
electricity,lighting_interior,910979.738
electricity,pool_pump,914769.73
natural_gas,heating,915529.403
electricity,lighting_exterior,915924.143
electricity,lighting_exterior,917144.931
electricity,lighting_interior,918055.924
natural_gas,heating,918201.928
natural_gas,range_oven,919091.619
electricity,lighting_interior,919418.72
propane,hot_water,920943.897
electricity,cooling,922621.726
electricity,lighting_interior,922622.378
electricity,heating,924749.693
electricity,pool_pump,929315.441
electricity,well_pump,929694.111
electricity,heating,930148.959
natural_gas,fireplace,930817.473
electricity,refrigerator,930954.202
electricity,heating,932081.471
electricity,range_oven,933155.683
electricity,hot_water,933680.766
electricity,hot_water,934241.111
fuel_oil,hot_water,934519.539
electricity,cooling,935402.254
electricity,lighting_exterior,938643.123
electricity,refrigerator,941415.376
electricity,hot_tub_heater,943441.775
electricity,heating_fans_pumps,946977.685
electricity,heating,949955.588
electricity,hot_water,950312.541
natural_gas,heating,952721.591
electricity,refrigerator,953729.582
electricity,range_oven,953767.84
electricity,cooling_fans_pumps,954016.358
natural_gas,hot_water,954273.692
fuel_oil,heating,959660.924
electricity,hot_tub_pump,961557.933
electricity,refrigerator,962889.989
natural_gas,clothes_dryer,966176.705
electricity,plug_loads,968016.098
electricity,plug_loads,970000.186
electricity,pool_pump,973002.376
propane,heating,974821.197
propane,heating,975314.144
electricity,plug_loads,976445.39
propane,hot_water,976642.921
fuel_oil,heating,983168.745
electricity,heating_hp_bkup,983417.258
electricity,dishwasher,983664.568
electricity,plug_loads,983701.547
natural_gas,heating,987288.144
electricity,heating_fans_pumps,987586.69
electricity,refrigerator,987785.302
electricity,range_oven,988390.538
electricity,refrigerator,988935.062
natural_gas,hot_water,988936.969
electricity,plug_loads,990407.024
natural_gas,hot_water,990454.496
electricity,plug_loads,990583.776
electricity,lighting_exterior,992427.781
fuel_oil,heating,993806.637
electricity,range_oven,994363.817
electricity,hot_tub_heater,994656.527
natural_gas,grill,995333
natural_gas,pool_heater,997537.128
electricity,refrigerator,997890.688
natural_gas,hot_water,999601.826
electricity,heating_fans_pumps,1003538.355
electricity,dishwasher,1004877.124
electricity,hot_tub_pump,1006146.606
electricity,plug_loads,1006610.039
electricity,freezer,1006864.409
electricity,refrigerator,1007494.374
propane,hot_water,1009247.078
electricity,refrigerator,1009574.591
electricity,heating,1010151.21
natural_gas,heating,1014316.631
propane,hot_water,1014942.629
electricity,clothes_dryer,1015863.37
natural_gas,hot_water,1016239.475
electricity,cooling,1016525.513
electricity,cooling_fans_pumps,1016888.334
electricity,heating,1017973.275
electricity,hot_water,1020345.981
electricity,hot_water,1021168.042
electricity,cooling,1023979.477
electricity,lighting_interior,1024346.736
electricity,cooling_fans_pumps,1025246.413
electricity,lighting_exterior,1027544.757
electricity,hot_water,1030195.522
electricity,hot_water,1030232.446
propane,hot_water,1030413.269
electricity,hot_water,1030952.219
electricity,cooling,1031264.936
natural_gas,heating,1032439.265
electricity,plug_loads,1034130.599
electricity,cooling,1035819.839
electricity,heating,1037472.759
electricity,cooling,1038397.984
natural_gas,fireplace,1038955.428
electricity,plug_loads,1039043.622
electricity,clothes_dryer,1040392.688
electricity,plug_loads,1041508.626
natural_gas,hot_water,1041959.089
electricity,lighting_interior,1043682.1
electricity,lighting_interior,1044451.397
electricity,pool_pump,1046973.206
natural_gas,hot_water,1047027.754
electricity,clothes_dryer,1048544.329
electricity,ceiling_fan,1052122.194
electricity,cooling_fans_pumps,1055152.289
electricity,clothes_dryer,1057266.42
propane,range_oven,1059010.098
natural_gas,range_oven,1059753.55
electricity,plug_loads,1068149.682
electricity,range_oven,1068837.788
natural_gas,hot_water,1069467.027
electricity,range_oven,1070544.606
natural_gas,hot_water,1070643.432
electricity,range_oven,1073058.911
electricity,heating,1073096.983
electricity,clothes_dryer,1073512.834
natural_gas,clothes_dryer,1074558.936
electricity,lighting_interior,1076554.973
natural_gas,hot_water,1077055.527
electricity,cooling_fans_pumps,1079036.395
electricity,freezer,1086799.659
electricity,cooling_fans_pumps,1087586.455
natural_gas,range_oven,1087834.423
natural_gas,hot_water,1091064.615
natural_gas,fireplace,1092610.59
natural_gas,hot_water,1095118.37
electricity,range_oven,1095632.942
electricity,refrigerator,1096729.014
electricity,heating_fans_pumps,1100089.621
electricity,clothes_dryer,1101164.419
propane,range_oven,1101257.475
electricity,clothes_dryer,1101601.346
natural_gas,heating,1102883.301
electricity,heating,1103050.357
propane,hot_water,1103181.353
electricity,plug_loads,1104340.136
electricity,cooling,1105685.638
electricity,heating,1107716.33
electricity,lighting_interior,1113560.482
natural_gas,hot_water,1115740.918
electricity,clothes_dryer,1116481.161
electricity,hot_tub_heater,1116812.349
fuel_oil,heating,1119957.906
electricity,heating_hp_bkup,1120333.923
electricity,well_pump,1120480.673
natural_gas,hot_water,1121934.083
electricity,freezer,1124209.356
electricity,refrigerator,1126822.388
natural_gas,hot_water,1127854.121
natural_gas,hot_water,1128046.963
electricity,cooling,1129188.181
electricity,heating,1130497.325
electricity,hot_tub_pump,1132454.39
electricity,clothes_washer,1132542.307
natural_gas,heating,1132607.732
propane,range_oven,1133137.152
electricity,hot_water,1134344.763
electricity,clothes_dryer,1135794.802
natural_gas,hot_water,1137269.027
electricity,cooling,1138195.431
electricity,freezer,1138917.442
electricity,hot_water,1139126.805
electricity,cooling_fans_pumps,1139374.16
electricity,heating_fans_pumps,1140383.205
electricity,hot_water,1144363.101
electricity,hot_tub_heater,1145522.168
electricity,heating,1145770.142
natural_gas,clothes_dryer,1153473.455
natural_gas,pool_heater,1155235.742
natural_gas,clothes_dryer,1157034.554
natural_gas,heating,1158979.443
electricity,lighting_interior,1160128.91
electricity,cooling,1168090.142
natural_gas,hot_tub_heater,1171937.268
natural_gas,heating,1172172.617
electricity,heating_fans_pumps,1176357.989
natural_gas,hot_water,1178288.135
electricity,clothes_dryer,1178649.453
electricity,clothes_dryer,1189629.048
electricity,heating,1191968.979
natural_gas,range_oven,1192834.071
electricity,heating,1193695.467
electricity,cooling_fans_pumps,1196790.585
electricity,heating_fans_pumps,1198058.081
electricity,lighting_exterior,1201451.618
fuel_oil,heating,1202018.687
electricity,heating,1202625.326
electricity,plug_loads,1202887.093
natural_gas,heating,1209067.042
electricity,lighting_exterior,1210594.81
electricity,dishwasher,1211315.199
electricity,hot_water,1211626.725
electricity,pool_pump,1215271.329
electricity,well_pump,1218638.71
electricity,lighting_interior,1220955.258
natural_gas,fireplace,1222111.957
natural_gas,range_oven,1225358.819
electricity,heating,1226251.269
electricity,hot_tub_heater,1228320.917
natural_gas,range_oven,1232161.784
electricity,heating,1233018.275
electricity,heating_fans_pumps,1233308.977
electricity,clothes_dryer,1233913.464
electricity,hot_water,1233934.716
natural_gas,hot_water,1233970.47
electricity,heating,1234237.452
electricity,cooling_fans_pumps,1234357.285
natural_gas,clothes_dryer,1234796.861
natural_gas,hot_tub_heater,1240459.043
electricity,heating_fans_pumps,1242158.589
electricity,lighting_interior,1243256.81
fuel_oil,hot_water,1243299.198
electricity,freezer,1245391.195
electricity,heating_hp_bkup,1245499.876
electricity,hot_tub_pump,1250896.105
electricity,lighting_interior,1251352.617
electricity,heating_hp_bkup,1258717.974
electricity,range_oven,1259985.17
propane,heating,1261485.737
electricity,range_oven,1261571.51
natural_gas,hot_water,1262505.619
natural_gas,hot_water,1266013.97
electricity,cooling,1272479.118
electricity,lighting_interior,1273841.421
electricity,heating_fans_pumps,1274254.846
electricity,hot_tub_pump,1274630.211
fuel_oil,heating,1275617.037
electricity,heating_hp_bkup,1276791.953
electricity,cooling_fans_pumps,1283278.786
propane,heating,1287541.806
natural_gas,pool_heater,1292098.765
natural_gas,hot_water,1292563.579
natural_gas,clothes_dryer,1299519.814
natural_gas,heating,1305201.677
electricity,dishwasher,1307291.415
electricity,pool_pump,1310046.98
electricity,heating,1311463.443
electricity,hot_tub_pump,1313673.419
electricity,clothes_dryer,1315048.235
electricity,clothes_dryer,1316157.191
propane,hot_water,1318938.504
electricity,plug_loads,1320094.659
fuel_oil,heating,1320625.135
natural_gas,range_oven,1321616.753
natural_gas,range_oven,1323894.001
natural_gas,heating,1325290.82
electricity,clothes_dryer,1329991.356
electricity,hot_water,1335920.23
electricity,clothes_dryer,1339994.147
electricity,refrigerator,1340995.728
electricity,plug_loads,1346419.47
natural_gas,pool_heater,1348068.594
electricity,heating,1348718.632
electricity,plug_loads,1348962.471
natural_gas,heating,1349357.813
natural_gas,hot_water,1349486.767
electricity,heating,1350220.038
electricity,lighting_interior,1353074.009
electricity,lighting_interior,1355042.791
electricity,refrigerator,1355047.298
electricity,cooling_fans_pumps,1356276.066
electricity,clothes_dryer,1358335.372
electricity,hot_water,1360484.854
electricity,hot_tub_heater,1360930.893
electricity,cooling,1362259.401
natural_gas,heating,1363356.063
electricity,range_oven,1364272.77
electricity,heating,1364911.982
natural_gas,heating,1366429.506
electricity,heating,1366992.203
natural_gas,hot_water,1368237.155
electricity,hot_tub_pump,1371799.362
natural_gas,hot_water,1375959.297
electricity,hot_water,1379239.651
propane,hot_water,1380861.783
propane,hot_water,1383245.05
electricity,lighting_interior,1385182.087
natural_gas,clothes_dryer,1388892.439
electricity,hot_water,1389810.135
electricity,plug_loads,1389945.238
propane,heating,1391037.802
natural_gas,range_oven,1394814.495
natural_gas,heating,1398036.638
electricity,plug_loads,1401090.702
electricity,hot_water,1402088.604
fuel_oil,hot_water,1406051.543
electricity,plug_loads,1407068.765
electricity,range_oven,1408635.157
electricity,refrigerator,1408760.166
natural_gas,heating,1409330.124
electricity,refrigerator,1417541.311
electricity,lighting_interior,1418902.356
electricity,plug_loads,1420609.249
electricity,refrigerator,1423951.613
natural_gas,range_oven,1424684.005
natural_gas,heating,1424708.736
natural_gas,hot_water,1424912.422
electricity,ceiling_fan,1425575.156
natural_gas,pool_heater,1427800.038
propane,heating,1434019.893
electricity,cooling_fans_pumps,1440014.354
natural_gas,range_oven,1440577.54
propane,hot_water,1440968.319
electricity,heating,1445074.54
natural_gas,clothes_dryer,1453523.377
natural_gas,fireplace,1453775.839
electricity,lighting_interior,1455675.588
electricity,plug_loads,1455766.411
electricity,lighting_interior,1461046.278
electricity,lighting_interior,1461519.326
electricity,refrigerator,1462837.908
natural_gas,hot_tub_heater,1463174.603
electricity,plug_loads,1466523.845
electricity,hot_tub_pump,1468197.482
electricity,hot_water,1471145.55
electricity,hot_water,1471745.176
propane,heating,1472961.134
natural_gas,heating,1472970.511
electricity,cooling_fans_pumps,1473770.58
electricity,plug_loads,1475274.995
electricity,pool_pump,1475878.026
natural_gas,hot_water,1475939.314
fuel_oil,heating,1483008.775
electricity,ceiling_fan,1487485.246
electricity,heating_fans_pumps,1489782.483
electricity,cooling,1491901.439
electricity,cooling_fans_pumps,1493806.079
electricity,clothes_dryer,1495257.889
electricity,cooling_fans_pumps,1498721.778
natural_gas,heating,1504756.121
electricity,plug_loads,1506298.545
electricity,freezer,1512374.93
electricity,plug_loads,1513542.404
natural_gas,pool_heater,1515789.356
propane,hot_water,1521164.583
natural_gas,range_oven,1523684.887
propane,hot_water,1526935.734
electricity,heating,1528104.793
natural_gas,range_oven,1532345.666
electricity,freezer,1536035.764
electricity,plug_loads,1539059.816
electricity,pool_pump,1540853.941
electricity,lighting_interior,1544174.429
electricity,range_oven,1556513.262
electricity,refrigerator,1556937.838
electricity,refrigerator,1562819.718
electricity,plug_loads,1569753.694
electricity,refrigerator,1571586.975
natural_gas,range_oven,1571805.184
electricity,lighting_exterior,1573493.469
electricity,ceiling_fan,1582533.326
electricity,refrigerator,1583731.834
propane,hot_water,1585872.918
natural_gas,heating,1586705.239
electricity,heating_hp_bkup,1587277.31
electricity,cooling_fans_pumps,1589379.51
electricity,freezer,1589432.511
electricity,cooling_fans_pumps,1589972.388
electricity,heating,1591450.055
electricity,plug_loads,1593688.234
electricity,heating,1595690.8
electricity,plug_loads,1596588.17
electricity,refrigerator,1598131.594
electricity,lighting_interior,1604316.396
natural_gas,heating,1604805.601
electricity,refrigerator,1606045.396
electricity,hot_tub_heater,1606116.769
electricity,heating,1607784.559
electricity,heating_fans_pumps,1608231.896
natural_gas,hot_water,1609167.67
electricity,lighting_exterior,1611515.888
electricity,freezer,1615331.532
electricity,heating,1617593.177
electricity,lighting_interior,1618010.931
electricity,heating_fans_pumps,1619020.678
electricity,plug_loads,1622282.585
propane,heating,1622306.331
propane,heating,1626142.348
electricity,freezer,1630679.1
electricity,clothes_dryer,1631459.45
natural_gas,heating,1631901.486
electricity,hot_water,1635858.81
electricity,refrigerator,1637799.071
natural_gas,hot_water,1647509.572
natural_gas,range_oven,1658816.248
electricity,heating,1659165.841
electricity,heating,1666501.459
electricity,heating_hp_bkup,1666805.079
natural_gas,hot_water,1670124.106
electricity,hot_water,1670953.207
electricity,heating_fans_pumps,1673460.734
natural_gas,hot_water,1674298.91
electricity,heating_fans_pumps,1674480.037
electricity,hot_water,1677886.088
electricity,refrigerator,1685201.772
natural_gas,hot_water,1688077.93
electricity,hot_water,1690658.706
natural_gas,range_oven,1692466.275
electricity,range_oven,1705734.925
electricity,freezer,1706777.458
propane,heating,1710168.458
natural_gas,heating,1715279.627
electricity,refrigerator,1715896.275
electricity,heating_hp_bkup,1719610.909
electricity,cooling,1721632.525
electricity,plug_loads,1722139.547
electricity,clothes_dryer,1723654.321
electricity,heating_hp_bkup,1729771.982
electricity,clothes_dryer,1733080.683
electricity,heating,1733265.968
electricity,hot_water,1734225.193
electricity,heating,1735634.281
electricity,lighting_exterior,1737736.091
fuel_oil,heating,1740780.607
propane,hot_water,1744539.245
natural_gas,range_oven,1749427.593
electricity,heating,1756422.692
electricity,heating,1758812.108
electricity,hot_water,1759274.575
propane,heating,1763201.134
electricity,lighting_exterior,1764331.736
electricity,plug_loads,1766312.922
electricity,freezer,1769446.694
electricity,heating,1771636.304
electricity,freezer,1771684.881
electricity,plug_loads,1771772.601
electricity,cooling_fans_pumps,1775018.636
electricity,cooling_fans_pumps,1776127.018
electricity,refrigerator,1780566.845
electricity,hot_water,1782204.442
electricity,lighting_interior,1784085.844
electricity,lighting_interior,1784772.97
propane,hot_water,1786888.022
electricity,cooling,1787400.32
electricity,cooling_fans_pumps,1795664.936
natural_gas,hot_water,1800424.086
natural_gas,hot_water,1808753.17
electricity,heating,1817877.337
natural_gas,heating,1824826.068
electricity,hot_water,1825890.508
natural_gas,hot_water,1830023.979
electricity,range_oven,1831335.497
propane,heating,1837859.526
electricity,plug_loads,1838998.714
propane,heating,1842974.204
electricity,refrigerator,1846370.882
fuel_oil,heating,1847930.912
natural_gas,range_oven,1848272.257
electricity,heating_fans_pumps,1850690.17
electricity,heating,1851192.497
electricity,hot_water,1851428.42
electricity,pool_pump,1854213.405
electricity,hot_tub_pump,1854349.958
electricity,refrigerator,1854700.022
electricity,plug_loads,1855298.725
electricity,hot_water,1856547.79
electricity,heating,1858377.42
natural_gas,clothes_dryer,1861480.941
natural_gas,hot_water,1862944.943
electricity,hot_water,1863344.09
electricity,cooling_fans_pumps,1865309.145
electricity,ceiling_fan,1866538.223
natural_gas,heating,1869017.088
electricity,cooling_fans_pumps,1869373.459
electricity,cooling,1872213.312
propane,heating,1874220.854
electricity,lighting_exterior,1879561.828
electricity,refrigerator,1880741.079
electricity,lighting_interior,1883124.63
natural_gas,range_oven,1884334.964
electricity,clothes_dryer,1884533.73
electricity,heating,1885040.741
natural_gas,hot_water,1890934.69
electricity,lighting_interior,1897888.596
electricity,hot_water,1903007.761
propane,heating,1910061.689
electricity,cooling,1915776.878
natural_gas,range_oven,1918216.922
electricity,plug_loads,1932959.315
natural_gas,heating,1936591.064
electricity,hot_water,1937481.992
electricity,lighting_interior,1938828.642
electricity,lighting_interior,1950032.391
electricity,refrigerator,1952330.299
natural_gas,hot_water,1953053.735
electricity,dishwasher,1954278.773
electricity,plug_loads,1954806.334
electricity,plug_loads,1956664.359
natural_gas,hot_water,1963692.512
propane,heating,1972092.522
fuel_oil,heating,1974966.966
electricity,hot_water,1978817.338
electricity,hot_water,1984906.477
electricity,plug_loads,1987881.423
electricity,cooling,1996700.514
propane,hot_water,1997031.125
natural_gas,range_oven,1997251.922
electricity,cooling,1999639.743
natural_gas,range_oven,1999961.764
electricity,plug_loads,2017289.347
natural_gas,heating,2018048.993
fuel_oil,heating,2018753.833
electricity,lighting_interior,2020992.58
electricity,well_pump,2021434.769
electricity,hot_water,2029929.501
natural_gas,heating,2033969.786
electricity,range_oven,2033976.613
propane,hot_water,2035863.603
electricity,lighting_interior,2046924.968
electricity,range_oven,2053078.557
electricity,pool_pump,2063309.647
electricity,refrigerator,2066548.023
electricity,hot_water,2068095.855
electricity,pool_pump,2068227.105
electricity,freezer,2079275.723
electricity,range_oven,2087140.723
electricity,hot_water,2088750.917
electricity,range_oven,2092510.408
propane,hot_water,2096058.068
natural_gas,range_oven,2096897.384
natural_gas,range_oven,2097852.512
electricity,lighting_interior,2106325.917
electricity,freezer,2107093.19
electricity,refrigerator,2107479.573
electricity,hot_water,2111585.861
electricity,refrigerator,2113276.281
electricity,hot_water,2115734.271
electricity,cooling,2119823.205
natural_gas,heating,2121424.833
electricity,hot_water,2123132.552
electricity,cooling,2126780.111
electricity,refrigerator,2143620.862
electricity,heating,2145211.953
propane,hot_water,2150546.711
electricity,refrigerator,2158110.887
electricity,cooling,2159371.374
electricity,heating,2168077.346
electricity,hot_water,2170216.792
electricity,hot_water,2170761.592
electricity,heating_hp_bkup,2175561.503
electricity,lighting_interior,2185044.393
electricity,hot_water,2190658.774
electricity,cooling,2191571.971
electricity,range_oven,2200606.424
electricity,plug_loads,2200631.712
electricity,cooling_fans_pumps,2201161.54
propane,heating,2204175.206
electricity,refrigerator,2204841.917
electricity,heating,2210264.349
electricity,clothes_dryer,2212223.137
electricity,cooling,2218146.196
electricity,range_oven,2224857.083
electricity,plug_loads,2230192.016
fuel_oil,heating,2233229.685
electricity,plug_loads,2246395.096
electricity,heating,2256033.846
electricity,cooling_fans_pumps,2265999.722
propane,heating,2268607.178
natural_gas,heating,2274105.786
electricity,heating,2278048.166
electricity,lighting_interior,2284395.015
electricity,hot_tub_heater,2285909.491
fuel_oil,heating,2291527.675
electricity,plug_loads,2293961.953
electricity,pool_pump,2297956.705
electricity,lighting_interior,2309858.63
fuel_oil,heating,2310314.415
electricity,cooling,2310336.7
electricity,heating_fans_pumps,2312938.832
natural_gas,heating,2314375.795
natural_gas,fireplace,2320231.648
electricity,freezer,2321319.66
electricity,range_oven,2331393.216
electricity,lighting_exterior,2333425.992
electricity,cooling,2333787.921
fuel_oil,hot_water,2336157.423
electricity,plug_loads,2338178.573
electricity,cooling,2338560.304
electricity,refrigerator,2342757.331
electricity,lighting_interior,2344676.605
propane,hot_water,2345880.644
natural_gas,pool_heater,2346181.016
electricity,heating_fans_pumps,2351189.35
propane,heating,2355423.912
electricity,refrigerator,2356921.752
electricity,heating_hp_bkup,2363719.583
propane,heating,2371058.667
electricity,heating,2375791.464
electricity,lighting_interior,2377818.246
natural_gas,range_oven,2380909.561
electricity,cooling_fans_pumps,2381450.371
electricity,heating,2402271.332
natural_gas,heating,2403403.462
natural_gas,hot_water,2414074.174
electricity,plug_loads,2416837.852
electricity,cooling,2418145.516
electricity,heating,2418191.233
natural_gas,heating,2422324.418
natural_gas,hot_water,2426274.735
natural_gas,range_oven,2428242.13
electricity,plug_loads,2435373.681
electricity,cooling,2439008.064
electricity,freezer,2444419.945
natural_gas,range_oven,2457014.509
electricity,hot_water,2461428.593
electricity,heating,2468180.957
electricity,cooling,2485997.907
electricity,cooling_fans_pumps,2491384.853
