energy_type,element,value
natural_gas,hot_water,2494348.385
natural_gas,hot_water,2516646.123
electricity,plug_loads,2521909.371
electricity,lighting_interior,2523793.944
natural_gas,hot_water,2530308.523
electricity,plug_loads,2536429.005
electricity,plug_loads,2545734.308
electricity,hot_water,2584823.254
electricity,hot_water,2585674.912
electricity,lighting_interior,2591019.107
propane,heating,2598077.087
electricity,heating,2599693.947
natural_gas,hot_water,2600951.242
electricity,lighting_interior,2608531.999
propane,heating,2616306.4
electricity,heating,2621737.3
natural_gas,clothes_dryer,2631609.214
electricity,heating,2632671.493
electricity,cooling,2637268.014
electricity,cooling_fans_pumps,2648535.131
electricity,lighting_interior,2652381.885
natural_gas,heating,2656577.01
electricity,cooling,2673101.827
electricity,plug_loads,2676167.784
electricity,pool_pump,2689479.447
electricity,plug_loads,2696915.546
electricity,refrigerator,2708734.017
electricity,cooling,2713162.582
electricity,refrigerator,2715351.328
electricity,heating,2730895.432
natural_gas,heating,2733427.245
electricity,hot_water,2747276.046
electricity,range_oven,2755966.821
electricity,pool_pump,2774925.193
natural_gas,heating,2794823.015
propane,hot_water,2795073.878
electricity,cooling_fans_pumps,2807977.813
electricity,cooling,2808482.181
fuel_oil,heating,2808982.453
propane,heating,2813719.955
electricity,refrigerator,2820137.449
electricity,refrigerator,2821454.012
electricity,lighting_interior,2833441.856
electricity,lighting_interior,2837423.639
electricity,cooling,2842486.337
electricity,plug_loads,2843839.496
natural_gas,hot_water,2844886.305
natural_gas,range_oven,2850760.077
fuel_oil,heating,2862044.146
electricity,cooling,2868675.176
electricity,lighting_interior,2870875.703
electricity,cooling,2872874.008
electricity,heating,2878145.18
electricity,cooling,2882683.374
electricity,clothes_dryer,2889222.577
propane,hot_water,2889482.931
electricity,hot_tub_pump,2894831.313
electricity,cooling_fans_pumps,2894872.502
electricity,cooling,2896559.139
electricity,hot_water,2899221.094
electricity,cooling,2901655.924
electricity,pool_pump,2903688.024
electricity,hot_water,2906807.52
electricity,lighting_interior,2906817.457
electricity,cooling,2906866.462
electricity,lighting_interior,2914104.788
electricity,range_oven,2914894.799
electricity,hot_water,2921353.823
electricity,cooling_fans_pumps,2921586.222
electricity,cooling,2932162.012
electricity,clothes_dryer,2936094.037
fuel_oil,heating,2946254.016
electricity,plug_loads,2946404.936
electricity,cooling,2986661.498
electricity,lighting_interior,3001002.04
electricity,hot_water,3001635.95
electricity,heating_fans_pumps,3006687.314
natural_gas,pool_heater,3011714.936
electricity,cooling,3015528.971
natural_gas,hot_water,3019872.305
electricity,range_oven,3029139.118
electricity,plug_loads,3029670.509
electricity,cooling,3030338.192
electricity,refrigerator,3053614.448
propane,heating,3065137.71
electricity,heating,3072299.197
natural_gas,heating,3077802.18
natural_gas,hot_water,3091244.787
electricity,heating_hp_bkup,3095064.975
electricity,refrigerator,3097870.612
fuel_oil,heating,3116652.576
electricity,cooling_fans_pumps,3139758.305
electricity,clothes_dryer,3148697.09
natural_gas,heating,3168272.346
electricity,cooling,3176682.002
natural_gas,range_oven,3182766.558
propane,heating,3191141.849
natural_gas,heating,3213665.544
electricity,heating,3231277.351
electricity,hot_water,3240839.969
propane,heating,3257917.224
natural_gas,hot_water,3260111.738
electricity,lighting_interior,3264171.627
electricity,cooling,3267363.785
electricity,plug_loads,3277604.574
propane,hot_water,3283337.334
electricity,range_oven,3301236.506
electricity,hot_water,3301530.883
electricity,pool_pump,3319611.208
electricity,heating,3327175.483
natural_gas,heating,3332235.941
electricity,hot_water,3339289.887
electricity,freezer,3357919.982
electricity,range_oven,3377403.093
electricity,refrigerator,3381077.527
electricity,hot_tub_pump,3382252.97
electricity,cooling,3414312.553
electricity,cooling,3417414.105
electricity,plug_loads,3418879.189
electricity,heating,3419042.434
electricity,plug_loads,3431296.407
electricity,heating,3436396.045
electricity,heating_fans_pumps,3444608.751
electricity,cooling,3445789.845
electricity,clothes_dryer,3453780.271
electricity,heating,3454498.143
electricity,plug_loads,3474391.773
electricity,range_oven,3490773.365
electricity,heating,3494779.02
natural_gas,heating,3500589.739
electricity,clothes_dryer,3509859.43
electricity,refrigerator,3524745.277
propane,hot_water,3533412.834
electricity,heating,3540331.354
electricity,cooling,3555171.588
electricity,plug_loads,3557184.423
electricity,plug_loads,3562680.337
electricity,plug_loads,3572024.909
propane,heating,3599690.55
electricity,heating,3600512.912
electricity,hot_water,3617245.519
electricity,plug_loads,3624313.219
natural_gas,hot_water,3655007.71
electricity,range_oven,3666650.321
electricity,cooling,3677482.756
electricity,range_oven,3679997.51
fuel_oil,heating,3684988.887
natural_gas,heating,3693232.975
natural_gas,clothes_dryer,3696338.402
electricity,lighting_interior,3709674.731
electricity,clothes_dryer,3720995.424
natural_gas,heating,3722486.16
natural_gas,hot_water,3730902.582
electricity,lighting_interior,3733981.793
natural_gas,heating,3759389.67
natural_gas,range_oven,3765030.851
natural_gas,heating,3770989.419
fuel_oil,heating,3774857.955
natural_gas,hot_water,3780586.327
electricity,range_oven,3787288.199
electricity,cooling_fans_pumps,3816245.455
propane,hot_water,3831188.551
natural_gas,hot_water,3835730.872
electricity,heating,3837648.146
electricity,clothes_dryer,3838420.73
electricity,heating,3843582.224
electricity,lighting_exterior,3850653.877
propane,hot_water,3871650.841
electricity,plug_loads,3875712.918
electricity,lighting_interior,3878444.111
natural_gas,clothes_dryer,3899500.241
propane,hot_water,3934108.673
electricity,plug_loads,3940494.422
natural_gas,heating,3943029.455
electricity,heating,3958047.321
electricity,lighting_interior,3958685.667
electricity,lighting_interior,3960753.7
electricity,cooling,3969506.663
natural_gas,range_oven,3970726.77
electricity,cooling,3977865.358
electricity,heating,3982740.297
electricity,cooling,3986069.593
natural_gas,hot_water,4016988.278
propane,heating,4022475.171
electricity,hot_water,4041191.273
natural_gas,heating,4078049.655
electricity,heating_fans_pumps,4094575.397
electricity,cooling,4094914.165
propane,heating,4105257.784
natural_gas,range_oven,4106754.667
fuel_oil,hot_water,4113223.741
electricity,heating,4122730.681
fuel_oil,heating,4125139.433
natural_gas,hot_tub_heater,4127056.088
natural_gas,hot_water,4136306.04
electricity,heating,4156733.367
electricity,heating,4157310.427
electricity,hot_water,4168568.162
electricity,hot_water,4168872.089
electricity,refrigerator,4182386.782
electricity,heating,4184935.019
electricity,refrigerator,4198173.047
electricity,heating,4201715.081
electricity,cooling,4221698.158
electricity,plug_loads,4249735.378
electricity,cooling,4259008.154
electricity,hot_water,4273287.734
electricity,pool_pump,4283406.441
electricity,heating_fans_pumps,4348609.071
electricity,heating,4372390.014
natural_gas,range_oven,4381519.489
natural_gas,heating,4399869.246
natural_gas,hot_water,4408289.461
natural_gas,hot_water,4414663.161
electricity,cooling,4461040.791
electricity,lighting_interior,4466810.39
electricity,clothes_dryer,4481552.064
electricity,hot_water,4485898.219
electricity,range_oven,4500030.484
propane,heating,4511840.549
electricity,plug_loads,4536463.512
electricity,cooling_fans_pumps,4550901.682
electricity,refrigerator,4584963.774
electricity,heating_hp_bkup,4631442.244
electricity,lighting_interior,4633322.548
electricity,hot_water,4633797.409
electricity,cooling,4642196.818
fuel_oil,heating,4646747.619
natural_gas,heating,4646945.436
natural_gas,heating,4664595.646
electricity,heating_fans_pumps,4672880.191
electricity,heating,4680709.565
electricity,hot_water,4689735.879
electricity,hot_water,4693535.537
electricity,plug_loads,4701379.274
electricity,lighting_interior,4720800.534
electricity,hot_water,4782493.718
propane,heating,4794684.916
propane,heating,4831455.364
electricity,plug_loads,4863918.433
electricity,clothes_dryer,4893867.258
electricity,refrigerator,4915161.057
electricity,cooling_fans_pumps,4918913.375
electricity,clothes_dryer,4943187.64
electricity,plug_loads,4947369.55
natural_gas,heating,4956695.157
electricity,cooling,4970761.431
natural_gas,range_oven,4972786.845
electricity,refrigerator,4985101.343
electricity,heating_fans_pumps,4989469.316
natural_gas,hot_water,5001801.452
electricity,heating,5003253.319
natural_gas,heating,5010226.956
electricity,refrigerator,5027609.2
electricity,pool_pump,5044978.574
electricity,heating,5053728.671
electricity,cooling,5065445.631
natural_gas,heating,5071046.24
propane,heating,5111748.827
electricity,cooling,5113572.618
electricity,plug_loads,5116657.985
propane,heating,5126240.014
electricity,plug_loads,5133975.881
electricity,plug_loads,5162970.823
electricity,refrigerator,5164089.112
electricity,heating,5175537.518
fuel_oil,heating,5179402.535
electricity,pool_pump,5185998.228
electricity,heating,5193515.944
natural_gas,pool_heater,5225989.927
electricity,lighting_interior,5250525.369
electricity,clothes_dryer,5254467.446
electricity,heating,5272517.627
electricity,plug_loads,5285994.586
fuel_oil,hot_water,5288137.45
natural_gas,hot_water,5290417.572
electricity,clothes_dryer,5309810.685
electricity,heating,5355293.826
electricity,pool_pump,5385287.44
electricity,heating,5389586.357
electricity,heating,5395888.254
electricity,hot_water,5409497.013
electricity,lighting_interior,5410324.782
electricity,clothes_dryer,5437405.059
natural_gas,heating,5440901.36
electricity,heating,5457930.224
electricity,heating_hp_bkup,5478119.909
electricity,cooling_fans_pumps,5491577.144
electricity,cooling_fans_pumps,5499708.11
electricity,heating,5504940.577
electricity,hot_water,5508086.721
electricity,cooling,5510921.885
electricity,range_oven,5535839.047
natural_gas,pool_heater,5555012.629
electricity,lighting_interior,5560295.403
electricity,hot_water,5575608.797
natural_gas,heating,5583658.602
natural_gas,range_oven,5597083.756
natural_gas,heating,5603980.449
electricity,hot_water,5630560.553
electricity,pool_pump,5634411.029
electricity,heating,5639333.605
electricity,plug_loads,5672804.32
natural_gas,heating,5689332.996
electricity,refrigerator,5691139.844
electricity,refrigerator,5703229.628
electricity,lighting_interior,5737715.353
electricity,plug_loads,5769199.624
electricity,heating,5798745.517
electricity,plug_loads,5812600.425
electricity,cooling,5845279.895
electricity,heating_fans_pumps,5866228.041
fuel_oil,heating,5898339.566
electricity,heating,5927761.847
electricity,plug_loads,5928628.433
natural_gas,hot_water,5950054.899
electricity,range_oven,5969141.553
electricity,clothes_dryer,5978985.369
fuel_oil,heating,6033406.348
electricity,hot_water,6048554.024
electricity,heating,6049486.58
electricity,heating,6071761.739
fuel_oil,heating,6097571.914
natural_gas,heating,6113762.336
electricity,plug_loads,6113907.416
electricity,freezer,6133271.862
electricity,heating_fans_pumps,6136956.259
electricity,plug_loads,6157213.712
fuel_oil,heating,6199598.454
natural_gas,hot_water,6216325.198
electricity,heating_fans_pumps,6247104.685
electricity,heating,6319996.743
electricity,lighting_interior,6332186.698
electricity,plug_loads,6332417.846
electricity,refrigerator,6354043.285
electricity,refrigerator,6559304.756
electricity,cooling,6564972.481
natural_gas,heating,6583516.571
electricity,hot_water,6588617.747
natural_gas,hot_water,6614723.683
electricity,plug_loads,6628055.745
electricity,hot_water,6653719.388
electricity,plug_loads,6682639.778
electricity,plug_loads,6709139.099
electricity,refrigerator,6740080.64
natural_gas,heating,6750435.496
electricity,plug_loads,6833025.03
natural_gas,range_oven,6848639.769
electricity,clothes_dryer,6887516.078
natural_gas,heating,6933181.739
electricity,clothes_dryer,6943669.608
natural_gas,heating,6983895.321
electricity,plug_loads,7031164.981
propane,hot_water,7037530.852
electricity,lighting_interior,7082370.283
electricity,refrigerator,7157924.901
electricity,hot_water,7158531.393
electricity,plug_loads,7171877.868
electricity,plug_loads,7199324.829
electricity,plug_loads,7221541.98
natural_gas,heating,7228948.167
electricity,cooling_fans_pumps,7233721.424
electricity,cooling,7237606.92
natural_gas,heating,7250202.842
natural_gas,heating,7260754.875
electricity,lighting_interior,7296485.328
electricity,cooling,7298910.968
electricity,heating,7300078.269
electricity,heating,7314150.961
natural_gas,hot_water,7320714.284
electricity,cooling,7333219.045
natural_gas,heating,7345397.022
electricity,refrigerator,7372613.518
natural_gas,heating,7381051.467
electricity,range_oven,7384008.476
electricity,pool_pump,7435392.766
natural_gas,hot_water,7494613.852
electricity,plug_loads,7513012.942
electricity,lighting_interior,7513865.062
natural_gas,hot_water,7542530.412
electricity,heating_hp_bkup,7544748.106
fuel_oil,heating,7561672.627
electricity,hot_water,7592199.189
natural_gas,heating,7637823.921
electricity,plug_loads,7645375.488
natural_gas,hot_water,7668894.147
electricity,cooling,7690783.024
electricity,refrigerator,7695813.353
electricity,cooling,7698005.204
electricity,pool_pump,7714023.621
propane,heating,7730054.263
electricity,hot_water,7780819.458
electricity,refrigerator,7813013.714
natural_gas,hot_water,7833839.55
electricity,cooling,7925932.156
electricity,cooling,7997924.136
electricity,cooling_fans_pumps,8048869.017
electricity,hot_water,8115983.712
electricity,plug_loads,8140811.671
electricity,cooling,8208007.452
natural_gas,heating,8219797.414
electricity,heating,8246229.788
electricity,clothes_dryer,8275275.664
electricity,plug_loads,8335166.961
natural_gas,heating,8352321.523
electricity,heating,8364935.298
electricity,cooling_fans_pumps,8412591.869
natural_gas,heating,8430288.382
electricity,plug_loads,8462484.049
electricity,cooling,8466650.866
fuel_oil,heating,8475069.072
electricity,cooling,8482804.952
electricity,hot_water,8514526.405
natural_gas,heating,8527668.884
natural_gas,hot_water,8623215.302
fuel_oil,hot_water,8624235.485
